Anon Item ID,Operation,Field,Previous value,New value,Anon Actor,Date logged,timestamp_utc,case_id,bucket,level,translated_value,sequence,activity_name
ITEM-000006,Update,estimatedclosedate,1/8/26 0:00,6/18/26 0:00,ACTOR-0009,5/1/26 10:04,2026-05-01T10:04:00Z,ITEM-000006,L1_STAGE,L1,6/18/26 0:00,,estimatedclosedate → 6/18/26 0:00
ITEM-000007,Update,estimatedclosedate,10/16/25 0:00,10/31/25 0:00,ACTOR-0009,29/10/2025 09:17,2025-10-29T09:17:00Z,ITEM-000007,L1_STAGE,L1,10/31/25 0:00,,estimatedclosedate → 10/31/25 0:00
ITEM-000007,Update,estimatedclosedate,10/31/25 0:00,11/27/25 0:00,ACTOR-0009,13/11/2025 12:06,2025-11-13T12:06:00Z,ITEM-000007,L1_STAGE,L1,11/27/25 0:00,,estimatedclosedate → 11/27/25 0:00
ITEM-000007,Update,the000g__revenuetype,,604720004,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000007,L2_MILESTONE,L2,604720004,,the000g__revenuetype → 604720004
ITEM-000007,Update,estimatedclosedate,11/27/25 0:00,2/11/26 0:00,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000007,L1_STAGE,L1,2/11/26 0:00,,estimatedclosedate → 2/11/26 0:00
ITEM-000007,Update,estimatedclosedate,2/11/26 0:00,4/23/26 0:00,ACTOR-0009,26/01/2026 15:33,2026-01-26T15:33:00Z,ITEM-000007,L1_STAGE,L1,4/23/26 0:00,,estimatedclosedate → 4/23/26 0:00
ITEM-000007,Update,closeprobability,,25,ACTOR-0003,5/1/26 15:39,2026-05-01T15:39:00Z,ITEM-000007,L1_STAGE,L1,25,,closeprobability → 25
ITEM-000008,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000008,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000008,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000008,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000009,Update,stepname,,14-Qualify,ACTOR-0008,8/12/25 10:24,2025-08-12T10:24:00Z,ITEM-000009,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000009,Create,statecode,,0,ACTOR-0002,8/12/25 10:24,2025-08-12T10:24:00Z,ITEM-000009,L1_STAGE,L1,Open,,Case Created
ITEM-000010,Update,stepname,,14-Qualify,ACTOR-0008,29/09/2025 09:44,2025-09-29T09:44:00Z,ITEM-000010,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000010,Create,statecode,,0,ACTOR-0009,29/09/2025 09:44,2025-09-29T09:44:00Z,ITEM-000010,L1_STAGE,L1,Open,,Case Created
ITEM-000010,Update,estimatedclosedate,10/9/25 0:00,6/17/26 0:00,ACTOR-0009,29/10/2025 09:16,2025-10-29T09:16:00Z,ITEM-000010,L1_STAGE,L1,6/17/26 0:00,,estimatedclosedate → 6/17/26 0:00
ITEM-000011,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000011,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000011,Update,ownerid,"systemuser,2d7fbe83-3f35-4a1d-bc05-1b39dbf446d9","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000011,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000013,Update,stepname,,14-Qualify,ACTOR-0008,13/08/2025 10:15,2025-08-13T10:15:00Z,ITEM-000013,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000013,Create,statecode,,0,ACTOR-0003,13/08/2025 10:15,2025-08-13T10:15:00Z,ITEM-000013,L1_STAGE,L1,Open,,Case Created
ITEM-000013,Update,estimatedclosedate,8/29/25 0:00,11/28/25 0:00,ACTOR-0003,17/10/2025 09:01,2025-10-17T09:01:00Z,ITEM-000013,L1_STAGE,L1,11/28/25 0:00,,estimatedclosedate → 11/28/25 0:00
ITEM-000013,Update,closeprobability,50,75,ACTOR-0003,11/11/25 9:59,2025-11-11T09:59:00Z,ITEM-000013,L1_STAGE,L1,75,,closeprobability → 75
ITEM-000013,Update,estimatedclosedate,11/28/25 0:00,2/20/26 0:00,ACTOR-0003,8/1/26 10:36,2026-08-01T10:36:00Z,ITEM-000013,L1_STAGE,L1,2/20/26 0:00,,estimatedclosedate → 2/20/26 0:00
ITEM-000014,Update,the000g_revenuetype,,604720001,ACTOR-0009,6/10/25 9:48,2025-06-10T09:48:00Z,ITEM-000014,L2_MILESTONE,L2,604720001,,the000g_revenuetype → 604720001
ITEM-000014,Update,the000g_isrenewal,,FALSE,ACTOR-0009,6/10/25 9:48,2025-06-10T09:48:00Z,ITEM-000014,L3_ADMIN,L3,FALSE,,the000g_isrenewal changed
ITEM-000014,Update,estimatedclosedate,12/25/25 0:00,2/26/26 0:00,ACTOR-0009,6/10/25 9:48,2025-06-10T09:48:00Z,ITEM-000014,L1_STAGE,L1,2/26/26 0:00,,estimatedclosedate → 2/26/26 0:00
ITEM-000014,Update,the000g__revenuetype,,604720002,ACTOR-0009,26/01/2026 15:36,2026-01-26T15:36:00Z,ITEM-000014,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000014,Update,estimatedclosedate,2/26/26 0:00,5/21/26 0:00,ACTOR-0009,26/01/2026 15:36,2026-01-26T15:36:00Z,ITEM-000014,L1_STAGE,L1,5/21/26 0:00,,estimatedclosedate → 5/21/26 0:00
ITEM-000014,Update,closeprobability,,25,ACTOR-0003,5/1/26 15:54,2026-05-01T15:54:00Z,ITEM-000014,L1_STAGE,L1,25,,closeprobability → 25
ITEM-000015,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000015,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000015,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000015,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000016,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000016,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000016,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000016,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000018,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0004,26/09/2025 09:20,2025-09-26T09:20:00Z,ITEM-000018,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000018,Update,ownerid,"systemuser,1cba5fd4-6e4e-4e0f-85ff-a6438bc2f2f0","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0004,26/09/2025 09:20,2025-09-26T09:20:00Z,ITEM-000018,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000019,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000019,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000019,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000019,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000020,Update,stepname,,14-Qualify,ACTOR-0008,27/01/2026 09:52,2026-01-27T09:52:00Z,ITEM-000020,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000020,Create,statecode,,0,ACTOR-0002,27/01/2026 09:52,2026-01-27T09:52:00Z,ITEM-000020,L1_STAGE,L1,Open,,Case Created
ITEM-000021,Update,stepname,,14-Qualify,ACTOR-0008,13/01/2026 10:41,2026-01-13T10:41:00Z,ITEM-000021,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000021,Create,statecode,,0,ACTOR-0009,13/01/2026 10:41,2026-01-13T10:41:00Z,ITEM-000021,L1_STAGE,L1,Open,,Case Created
ITEM-000024,Update,stepname,,14-Qualify,ACTOR-0008,7/10/25 10:12,2025-07-10T10:12:00Z,ITEM-000024,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000024,Create,statecode,,0,ACTOR-0009,7/10/25 10:12,2025-07-10T10:12:00Z,ITEM-000024,L1_STAGE,L1,Open,,Case Created
ITEM-000024,Update,statuscode,1,3,ACTOR-0009,7/10/25 11:05,2025-07-10T11:05:00Z,ITEM-000024,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000024,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0009,7/10/25 11:05,2025-07-10T11:05:00Z,ITEM-000024,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000024,Update,actualclosedate,,10/7/25 0:00,ACTOR-0009,7/10/25 11:05,2025-07-10T11:05:00Z,ITEM-000024,L1_STAGE,L1,10/7/25 0:00,,actualclosedate → 10/7/25 0:00
ITEM-000024,Update,salesstage,,3,ACTOR-0009,7/10/25 11:05,2025-07-10T11:05:00Z,ITEM-000024,L1_STAGE,L1,3,,salesstage → 3
ITEM-000024,Update,statecode,0,1,ACTOR-0009,7/10/25 11:05,2025-07-10T11:05:00Z,ITEM-000024,L1_STAGE,L1,Won,,statecode → Won
ITEM-000026,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/08/2025 12:57,2025-08-27T12:57:00Z,ITEM-000026,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000026,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,27/08/2025 12:57,2025-08-27T12:57:00Z,ITEM-000026,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000027,Update,stepname,,14-Qualify,ACTOR-0008,20/11/2025 11:52,2025-11-20T11:52:00Z,ITEM-000027,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000027,Create,statecode,,0,ACTOR-0009,20/11/2025 11:52,2025-11-20T11:52:00Z,ITEM-000027,L1_STAGE,L1,Open,,Case Created
ITEM-000027,Update,the000g__revenuetype,,604720002,ACTOR-0009,18/12/2025 09:22,2025-12-18T09:22:00Z,ITEM-000027,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000027,Update,estimatedclosedate,12/4/25 0:00,1/31/26 0:00,ACTOR-0009,18/12/2025 09:22,2025-12-18T09:22:00Z,ITEM-000027,L1_STAGE,L1,1/31/26 0:00,,estimatedclosedate → 1/31/26 0:00
ITEM-000027,Update,closeprobability,,25,ACTOR-0003,5/1/26 15:35,2026-05-01T15:35:00Z,ITEM-000027,L1_STAGE,L1,25,,closeprobability → 25
ITEM-000027,Update,estimatedclosedate,1/31/26 0:00,2/26/26 0:00,ACTOR-0009,8/1/26 15:24,2026-08-01T15:24:00Z,ITEM-000027,L1_STAGE,L1,2/26/26 0:00,,estimatedclosedate → 2/26/26 0:00
ITEM-000028,Update,stepname,14-Qualify,15-Develop,ACTOR-0008,1/9/25 7:27,2025-01-09T07:27:00Z,ITEM-000028,L1_STAGE,L1,15-Develop,15.0,stepname → 15-Develop
ITEM-000028,Update,stepname,15-Develop,16-Propose,ACTOR-0008,1/9/25 7:27,2025-01-09T07:27:00Z,ITEM-000028,L1_STAGE,L1,16-Propose,16.0,stepname → 16-Propose
ITEM-000028,Update,stepname,16-Propose,17-Close,ACTOR-0008,1/9/25 7:27,2025-01-09T07:27:00Z,ITEM-000028,L1_STAGE,L1,17-Close,17.0,stepname → 17-Close
ITEM-000028,Update,purchaseprocess,,0,ACTOR-0002,1/9/25 7:27,2025-01-09T07:27:00Z,ITEM-000028,L2_MILESTONE,L2,0,,purchaseprocess → 0
ITEM-000028,Update,statuscode,1,100000006,ACTOR-0002,1/9/25 7:28,2025-01-09T07:28:00Z,ITEM-000028,L1_STAGE,L1,100000006,,statuscode → 100000006
ITEM-000028,Update,the000g_purchaseorderstatus,,604720000,ACTOR-0002,1/9/25 7:29,2025-01-09T07:29:00Z,ITEM-000028,L1_STAGE,L1,604720000,,the000g_purchaseorderstatus → 604720000
ITEM-000028,Update,statuscode,100000006,4,ACTOR-0002,1/9/25 7:31,2025-01-09T07:31:00Z,ITEM-000028,L1_STAGE,L1,Canceled,,statuscode → Canceled
ITEM-000028,Update,msdyn_forecastcategory,100000001,100000006,ACTOR-0002,1/9/25 7:31,2025-01-09T07:31:00Z,ITEM-000028,L1_STAGE,L1,100000006,,msdyn_forecastcategory → 100000006
ITEM-000028,Update,actualclosedate,,9/1/25 0:00,ACTOR-0002,1/9/25 7:31,2025-01-09T07:31:00Z,ITEM-000028,L1_STAGE,L1,9/1/25 0:00,,actualclosedate → 9/1/25 0:00
ITEM-000028,Update,salesstage,,3,ACTOR-0002,1/9/25 7:31,2025-01-09T07:31:00Z,ITEM-000028,L1_STAGE,L1,3,,salesstage → 3
ITEM-000028,Update,statecode,0,2,ACTOR-0002,1/9/25 7:31,2025-01-09T07:31:00Z,ITEM-000028,L1_STAGE,L1,Lost,,statecode → Lost
ITEM-000028,Update,stepname,,14-Qualify,ACTOR-0008,22/08/2025 09:15,2025-08-22T09:15:00Z,ITEM-000028,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000028,Create,statecode,,0,ACTOR-0002,22/08/2025 09:15,2025-08-22T09:15:00Z,ITEM-000028,L1_STAGE,L1,Open,,Case Created
ITEM-000030,Update,statuscode,1,756150007,ACTOR-0003,28/08/2025 09:33,2025-08-28T09:33:00Z,ITEM-000030,L1_STAGE,L1,756150007,,statuscode → 756150007
ITEM-000030,Update,msdyn_forecastcategory,100000001,100000006,ACTOR-0003,28/08/2025 09:33,2025-08-28T09:33:00Z,ITEM-000030,L1_STAGE,L1,100000006,,msdyn_forecastcategory → 100000006
ITEM-000030,Update,actualclosedate,,8/28/25 0:00,ACTOR-0003,28/08/2025 09:33,2025-08-28T09:33:00Z,ITEM-000030,L1_STAGE,L1,8/28/25 0:00,,actualclosedate → 8/28/25 0:00
ITEM-000030,Update,salesstage,,3,ACTOR-0003,28/08/2025 09:33,2025-08-28T09:33:00Z,ITEM-000030,L1_STAGE,L1,3,,salesstage → 3
ITEM-000030,Update,statecode,0,2,ACTOR-0003,28/08/2025 09:33,2025-08-28T09:33:00Z,ITEM-000030,L1_STAGE,L1,Lost,,statecode → Lost
ITEM-000031,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000031,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000031,Update,ownerid,"systemuser,2d7fbe83-3f35-4a1d-bc05-1b39dbf446d9","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000031,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000033,Update,stepname,,14-Qualify,ACTOR-0008,28/10/2025 14:19,2025-10-28T14:19:00Z,ITEM-000033,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000033,Create,purchasetimeframe,,0,ACTOR-0003,28/10/2025 14:19,2025-10-28T14:19:00Z,ITEM-000033,L2_MILESTONE,L2,0,,Case Created
ITEM-000033,Update,statuscode,1,3,ACTOR-0003,28/10/2025 14:22,2025-10-28T14:22:00Z,ITEM-000033,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000033,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0003,28/10/2025 14:22,2025-10-28T14:22:00Z,ITEM-000033,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000033,Update,actualclosedate,,10/28/25 0:00,ACTOR-0003,28/10/2025 14:22,2025-10-28T14:22:00Z,ITEM-000033,L1_STAGE,L1,10/28/25 0:00,,actualclosedate → 10/28/25 0:00
ITEM-000033,Update,salesstage,,3,ACTOR-0003,28/10/2025 14:22,2025-10-28T14:22:00Z,ITEM-000033,L1_STAGE,L1,3,,salesstage → 3
ITEM-000033,Update,statecode,0,1,ACTOR-0003,28/10/2025 14:22,2025-10-28T14:22:00Z,ITEM-000033,L1_STAGE,L1,Won,,statecode → Won
ITEM-000035,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,26/08/2025 07:42,2025-08-26T07:42:00Z,ITEM-000035,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000035,Update,ownerid,"team,0e9fee3e-5a6b-ef11-a670-6045bdf33728","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,26/08/2025 07:42,2025-08-26T07:42:00Z,ITEM-000035,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000037,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000037,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000037,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000037,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000038,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000038,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000038,Update,ownerid,"systemuser,1cba5fd4-6e4e-4e0f-85ff-a6438bc2f2f0","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000038,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000040,Update,estimatedclosedate,3/4/26 0:00,1/30/26 0:00,ACTOR-0002,19/01/2026 10:19,2026-01-19T10:19:00Z,ITEM-000040,L1_STAGE,L1,1/30/26 0:00,,estimatedclosedate → 1/30/26 0:00
ITEM-000040,Update,stepname,,14-Qualify,ACTOR-0008,8/1/26 11:11,2026-08-01T11:11:00Z,ITEM-000040,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000040,Create,statecode,,0,ACTOR-0002,8/1/26 11:11,2026-08-01T11:11:00Z,ITEM-000040,L1_STAGE,L1,Open,,Case Created
ITEM-000040,Update,new_contracttermmonths,,12,ACTOR-0002,8/1/26 11:16,2026-08-01T11:16:00Z,ITEM-000040,L2_MILESTONE,L2,12,,new_contracttermmonths → 12
ITEM-000041,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,8/9/25 8:04,2025-08-09T08:04:00Z,ITEM-000041,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000041,Update,ownerid,"systemuser,ddf0a409-01d5-4caa-bd27-c1b42fee109e","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,8/9/25 8:04,2025-08-09T08:04:00Z,ITEM-000041,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000044,Update,stepname,,14-Qualify,ACTOR-0008,15/08/2025 11:47,2025-08-15T11:47:00Z,ITEM-000044,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000044,Create,statecode,,0,ACTOR-0009,15/08/2025 11:47,2025-08-15T11:47:00Z,ITEM-000044,L1_STAGE,L1,Open,,Case Created
ITEM-000044,Update,statuscode,1,3,ACTOR-0009,15/08/2025 12:04,2025-08-15T12:04:00Z,ITEM-000044,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000044,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0009,15/08/2025 12:04,2025-08-15T12:04:00Z,ITEM-000044,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000044,Update,actualclosedate,,8/12/25 0:00,ACTOR-0009,15/08/2025 12:04,2025-08-15T12:04:00Z,ITEM-000044,L1_STAGE,L1,8/12/25 0:00,,actualclosedate → 8/12/25 0:00
ITEM-000044,Update,salesstage,,3,ACTOR-0009,15/08/2025 12:04,2025-08-15T12:04:00Z,ITEM-000044,L1_STAGE,L1,3,,salesstage → 3
ITEM-000044,Update,statecode,0,1,ACTOR-0009,15/08/2025 12:04,2025-08-15T12:04:00Z,ITEM-000044,L1_STAGE,L1,Won,,statecode → Won
ITEM-000046,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000046,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
