Anon Item ID,Operation,Field,Previous value,New value,Anon Actor,Date logged,timestamp_utc,case_id
ITEM-000172,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:30,2025-02-12T10:30:00Z,ITEM-000172
ITEM-000646,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000646
ITEM-000125,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000125
ITEM-000660,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000660
ITEM-000154,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000154
ITEM-000219,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000219
ITEM-000171,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000171
ITEM-000222,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000222
ITEM-000521,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000521
ITEM-000252,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000252
ITEM-000093,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000093
ITEM-000364,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000364
ITEM-000205,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000205
ITEM-000599,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000599
ITEM-000515,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000515
ITEM-000066,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000066
ITEM-000403,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000403
ITEM-000443,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000443
ITEM-000295,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000295
ITEM-000208,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000208
ITEM-000589,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000589
ITEM-000215,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000215
ITEM-000091,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000091
ITEM-000196,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000196
ITEM-000593,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000593
ITEM-000442,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000442
ITEM-000003,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000003
ITEM-000181,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000181
ITEM-000232,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000232
ITEM-000039,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000039
ITEM-000161,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000161
ITEM-000184,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000184
ITEM-000590,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000590
ITEM-000396,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000396
ITEM-000043,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000043
ITEM-000206,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000206
ITEM-000337,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,2/12/25 10:29,2025-02-12T10:29:00Z,ITEM-000337
ITEM-000119,Update,ownerid,"systemuser,a1bb889b-dfab-4e28-b508-75e672da7cb8","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000119
ITEM-000368,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000368
ITEM-000255,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000255
ITEM-000149,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000149
ITEM-000557,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000557
ITEM-000249,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000249
ITEM-000042,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000042
ITEM-000133,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000133
ITEM-000087,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000087
ITEM-000135,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000135
ITEM-000582,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000582
ITEM-000267,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000267
ITEM-000256,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000256
ITEM-000128,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000128
ITEM-000088,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000088
ITEM-000552,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000552
ITEM-000459,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000459
ITEM-000563,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000563
ITEM-000326,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000326
ITEM-000470,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000470
ITEM-000233,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000233
ITEM-000220,Update,ownerid,"systemuser,a1bb889b-dfab-4e28-b508-75e672da7cb8","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000220
ITEM-000271,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000271
ITEM-000213,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000213
ITEM-000069,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000069
ITEM-000131,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000131
ITEM-000023,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,22/10/2025 17:14,2025-10-22T17:14:00Z,ITEM-000023
ITEM-000070,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:04,2025-08-17T13:04:00Z,ITEM-000070
ITEM-000412,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000412
ITEM-000058,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000058
ITEM-000607,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000607
ITEM-000090,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000090
ITEM-000435,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000435
ITEM-000359,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000359
ITEM-000140,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000140
ITEM-000542,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000542
ITEM-000082,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000082
ITEM-000517,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000517
ITEM-000111,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000111
ITEM-000595,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000595
ITEM-000112,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000112
ITEM-000409,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000409
ITEM-000467,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000467
ITEM-000462,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 13:03,2025-08-17T13:03:00Z,ITEM-000462
ITEM-000468,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:02,2025-08-17T13:02:00Z,ITEM-000468
ITEM-000001,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:02,2025-08-17T13:02:00Z,ITEM-000001
ITEM-000585,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000585
ITEM-000562,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000562
ITEM-000012,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000012
ITEM-000414,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000414
ITEM-000075,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000075
ITEM-000385,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000385
ITEM-000421,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000421
ITEM-000549,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000549
ITEM-000598,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000598
ITEM-000275,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000275
ITEM-000541,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000541
ITEM-000100,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000100
ITEM-000387,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000387
ITEM-000313,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000313
ITEM-000113,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000113
ITEM-000300,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000300
ITEM-000533,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000533
ITEM-000655,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000655
ITEM-000251,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000251
ITEM-000548,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000548
ITEM-000587,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000587
ITEM-000115,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000115
ITEM-000389,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000389
ITEM-000122,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000122
ITEM-000366,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000366
ITEM-000572,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000572
ITEM-000420,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000420
ITEM-000550,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000550
ITEM-000141,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000141
ITEM-000419,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000419
ITEM-000025,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000025
ITEM-000132,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000132
ITEM-000175,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000175
ITEM-000477,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000477
ITEM-000163,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 13:01,2025-08-17T13:01:00Z,ITEM-000163
ITEM-000239,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:58,2025-08-17T12:58:00Z,ITEM-000239
ITEM-000488,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:57,2025-08-17T12:57:00Z,ITEM-000488
ITEM-000105,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000105
ITEM-000168,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000168
ITEM-000029,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000029
ITEM-000433,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000433
ITEM-000624,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000624
ITEM-000209,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000209
ITEM-000034,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000034
